model,mode,cat,case,variant,q,type,tokens,ms,pred,expected,correct,p_pred,p_exp,coverage,ev,completion_tokens,output,top_token,error
26B-A4B,logit,buried,buried_fact,6500@0.9,routing,choice,7163,1035,billing,billing,True,0.9999999836606152,0.9999999836606152,0.9999998986031479,,,,A,
26B-A4B,logit,update_multi,updated_fact,2500,routing,choice,2946,670,technical,technical,True,1.0,1.0,1.000000001074123,,,,B,
26B-A4B,logit,update_multi,updated_fact,2500,billing_unresolved,noul,2873,719,no,no,True,1.0,1.0,1.00000001079329,,,,No,
26B-A4B,logit,update_multi,updated_fact,2500,urgency,score,2944,818,4,,True,0.9999994601957553,,0.9999999468522746,4.0,,,D,
26B-A4B,logit,update_multi,updated_fact,2500,cancel_threat,noul,2871,643,no,no,True,1.0,1.0,0.9999999528712717,,,,No,
26B-A4B,logit,distractor,distractor,2000,routing,choice,2382,690,technical,technical,True,0.9999999994109097,0.9999999994109097,1.0000000018738988,,,,B,
26B-A4B,logit,distractor,distractor,2000-reversed,routing,choice,2382,716,technical,technical,True,0.999999999561155,0.999999999561155,1.0000000037454504,,,,C,
26B-A4B,logit,rules_direct,rules,annual-20d-3exp,eligible,noul,1764,616,yes,yes,True,0.9999733114865854,0.9999733114865854,0.9999996377623886,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,annual,noul,1753,611,yes,yes,True,0.9999999895325979,0.9999999895325979,0.9999999790790046,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,within14,noul,1760,615,no,no,True,0.999999998861723,0.999999998861723,1.0000000474233428,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,within30,noul,1760,614,yes,yes,True,0.9999997542007575,0.9999997542007575,0.9999997677506658,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,exports_lt5,noul,1759,614,yes,yes,True,0.9999999771370895,0.9999999771370895,0.9999998707207043,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,discounted,noul,1760,622,no,no,True,1.0,1.0,1.000000014825315,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-3exp,duplicate,noul,1762,607,no,no,True,1.0,1.0,1.000000007720442,,,,No,
26B-A4B,logit,rules_direct,rules,annual-20d-7exp,eligible,noul,1764,586,no,no,True,0.9999999999544631,0.9999999999544631,1.0000000080622398,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,annual,noul,1753,584,yes,yes,True,0.9999994916971127,0.9999994916971127,0.9999998784742062,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,within14,noul,1760,673,no,no,True,0.9999999986692191,0.9999999986692191,0.999999948606878,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,within30,noul,1760,613,yes,yes,True,0.9999959230462628,0.9999959230462628,0.9999994631107901,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,exports_lt5,noul,1759,615,no,no,True,0.9999999999200804,0.9999999999200804,1.0000000369015636,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,discounted,noul,1760,591,no,no,True,0.9999999999598139,0.9999999999598139,1.000000005206301,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-20d-7exp,duplicate,noul,1762,578,no,no,True,1.0,1.0,1.000000008509916,,,,No,
26B-A4B,logit,rules_direct,rules,nonprofit-monthly-7d,eligible,noul,1767,779,no,no,True,1.0,1.0,1.0000000094503798,,,,No,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,annual,noul,1756,686,no,no,True,1.0,1.0,1.0000000032333531,,,,No,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,within14,noul,1763,591,yes,yes,True,0.997676708697921,0.997676708697921,0.9999947229981933,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,within30,noul,1763,666,yes,yes,True,0.9997219470324863,0.9997219470324863,0.9999991814829768,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,exports_lt5,noul,1762,599,yes,yes,True,0.9999999226557701,0.9999999226557701,0.9999998587345346,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,discounted,noul,1763,631,yes,yes,True,0.9999999888575072,0.9999999888575072,0.9999998572166097,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-monthly-7d,duplicate,noul,1765,787,no,no,True,1.0,1.0,1.0000000020208493,,,,No,
26B-A4B,logit,rules_direct,rules,nonprofit-duplicate,eligible,noul,1782,610,yes,yes,True,0.9999999976644066,0.9999999976644066,0.999999842543151,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,annual,noul,1771,767,no,no,True,1.0,1.0,1.000000010138074,,,,No,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,within14,noul,1778,700,yes,yes,True,0.9999785526738261,0.9999785526738261,0.9999996904899332,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,within30,noul,1778,752,yes,yes,True,0.9999965527934274,0.9999965527934274,0.9999999005265627,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,exports_lt5,noul,1777,683,yes,yes,True,0.9999999515992194,0.9999999515992194,0.999999893709348,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,discounted,noul,1778,614,yes,yes,True,0.999999978522282,0.999999978522282,0.999999808196413,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-duplicate,duplicate,noul,1780,589,yes,yes,True,0.999999987373903,0.999999987373903,0.9999999848772069,,,,Yes,
26B-A4B,logit,rules_direct,rules,monthly-10d,eligible,noul,1761,639,yes,yes,True,0.9999999873739017,0.9999999873739017,0.9999998784388714,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,annual,noul,1750,591,no,no,True,1.0,1.0,1.000000010652628,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,within14,noul,1757,638,yes,yes,True,0.9999999873739013,0.9999999873739013,0.999999839805152,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,within30,noul,1757,602,yes,yes,True,0.9999992428849735,0.9999992428849735,0.9999996909960902,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,exports_lt5,noul,1756,611,yes,yes,True,0.9999999572864607,0.9999999572864607,0.999999888158924,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,discounted,noul,1757,629,no,no,True,1.0,1.0,1.0000000085772613,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-10d,duplicate,noul,1759,615,no,no,True,1.0,1.0,1.0000000051499889,,,,No,
26B-A4B,logit,rules_direct,rules,monthly-20d,eligible,noul,1761,614,no,no,True,1.0,1.0,1.0000000206431459,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,annual,noul,1750,615,no,no,True,1.0,1.0,1.0000000105405944,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,within14,noul,1757,615,no,no,True,1.0,1.0,1.0000000398510585,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,within30,noul,1757,715,yes,yes,True,0.9999824970739756,0.9999824970739756,0.9999993698028757,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,exports_lt5,noul,1756,616,yes,yes,True,0.9999999816291348,0.9999999816291348,0.999999841295563,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,discounted,noul,1757,636,no,no,True,1.0,1.0,1.0000000044372843,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-20d,duplicate,noul,1759,695,no,no,True,1.0,1.0,1.0000000105271951,,,,No,
26B-A4B,logit,rules_direct,rules,annual-40d-2exp,eligible,noul,1763,625,no,no,True,0.9999999998198985,0.9999999998198985,1.0000000191998768,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,annual,noul,1752,602,yes,yes,True,0.9999999895325978,0.9999999895325978,0.9999999680380345,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,within14,noul,1759,613,no,no,True,1.0,1.0,0.999999963031965,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,within30,noul,1759,764,no,no,True,1.0,1.0,1.0000000395336002,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,exports_lt5,noul,1758,671,yes,yes,True,0.9999999852385952,0.9999999852385952,0.9999998502783037,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,discounted,noul,1759,584,no,no,True,1.0,1.0,1.0000000136100566,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-40d-2exp,duplicate,noul,1761,591,no,no,True,1.0,1.0,1.000000002187352,,,,No,
26B-A4B,logit,rules_direct,rules,annual-60d-duplicate,eligible,noul,1779,670,yes,yes,True,0.999999990762549,0.999999990762549,0.9999998533745736,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,annual,noul,1768,631,yes,yes,True,0.9999999923418851,0.9999999923418851,0.999999967693387,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,within14,noul,1775,582,no,no,True,0.9998511419616566,0.9998511419616566,0.9999993893048948,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,within30,noul,1775,627,yes,no,False,0.9999599323174234,4.006768257657437e-05,0.9999993967753764,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,exports_lt5,noul,1774,625,no,no,True,0.99999999977586,0.99999999977586,1.0000000456011373,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,discounted,noul,1775,706,no,no,True,1.0,1.0,1.0000000128862312,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-60d-duplicate,duplicate,noul,1777,588,yes,yes,True,0.9999999724220631,0.9999999724220631,0.9999997706192997,,,,Yes,
26B-A4B,logit,rules_direct,rules,annual-29d-4exp,eligible,noul,1763,644,yes,yes,True,0.9999998909271497,0.9999998909271497,0.9999998264653518,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,annual,noul,1752,600,yes,yes,True,0.9999999932417373,0.9999999932417373,0.9999999597401533,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,within14,noul,1759,602,no,no,True,0.9999999995254956,0.9999999995254956,1.0000000440577228,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,within30,noul,1759,638,yes,yes,True,0.9999934595616634,0.9999934595616634,0.9999996950784046,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,exports_lt5,noul,1758,590,yes,yes,True,0.9999999586006189,0.9999999586006189,0.9999999034384158,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,discounted,noul,1759,639,no,no,True,1.0,1.0,1.0000000113176006,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-29d-4exp,duplicate,noul,1761,618,no,no,True,1.0,1.0,1.0000000085369463,,,,No,
26B-A4B,logit,rules_direct,rules,annual-30d-5exp,eligible,noul,1764,599,no,no,True,0.9999999999515263,0.9999999999515263,1.0000000085854621,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,annual,noul,1753,626,yes,yes,True,0.9999999936511996,0.9999999936511996,0.9999999653356574,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,within14,noul,1760,619,no,no,True,0.9999999982912436,0.9999999982912436,1.0000000441364092,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,within30,noul,1760,608,yes,yes,True,0.9978172848044656,0.9978172848044656,0.9999974689215065,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,exports_lt5,noul,1759,616,no,no,True,0.9999999999740539,0.9999999999740539,1.0000000187905302,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,discounted,noul,1760,584,no,no,True,1.0,1.0,1.0000000120445,,,,No,
26B-A4B,logit,rules_sub,rules_sub,annual-30d-5exp,duplicate,noul,1762,618,no,no,True,1.0,1.0,1.0000000099481665,,,,No,
26B-A4B,logit,rules_direct,rules,nonprofit-annual-12d,eligible,noul,1769,585,no,no,True,1.0,1.0,1.000000005895216,,,,No,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,annual,noul,1758,671,yes,yes,True,0.999999997664407,0.999999997664407,1.000000004574073,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,within14,noul,1765,613,yes,yes,True,0.9875681136143082,0.9875681136143082,0.999990933767759,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,within30,noul,1765,606,yes,yes,True,0.9989677429372343,0.9989677429372343,0.9999986822716669,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,exports_lt5,noul,1764,600,yes,yes,True,0.9999999756625592,0.9999999756625592,0.9999998935556641,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,discounted,noul,1765,591,yes,yes,True,0.9999999923418834,0.9999999923418834,0.9999997594438027,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,nonprofit-annual-12d,duplicate,noul,1767,662,no,no,True,1.0,1.0,1.0000000105232805,,,,No,
26B-A4B,logit,rules_direct,rules,monthly-3d,eligible,noul,1759,615,yes,yes,True,0.999999991847978,0.999999991847978,0.9999998479520379,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,annual,noul,1748,768,no,no,True,1.0,1.0,1.0000000139292948,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,within14,noul,1755,635,yes,yes,True,0.9999999901667854,0.9999999901667854,0.9999999436636648,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,within30,noul,1755,593,yes,yes,True,0.9999994714485833,0.9999994714485833,0.9999997946145117,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,exports_lt5,noul,1754,610,yes,yes,True,0.9999999748900055,0.9999999748900055,0.9999998812040358,,,,Yes,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,discounted,noul,1755,660,no,no,True,1.0,1.0,1.0000000075009343,,,,No,
26B-A4B,logit,rules_sub,rules_sub,monthly-3d,duplicate,noul,1757,627,no,no,True,1.0,1.0,1.0000000089619967,,,,No,
26B-A4B,gen,buried,buried_fact,500@0.5,routing,choice,738,612,billing,billing,True,,,,,2,A,,
26B-A4B,gen,buried,buried_fact,2000@0.5,routing,choice,2390,606,billing,billing,True,,,,,2,A,,
26B-A4B,gen,buried,buried_fact,2000@0.5-reversed,routing,choice,2390,636,billing,billing,True,,,,,2,D,,
26B-A4B,gen,buried,buried_fact,4000@0.5,routing,choice,4508,909,billing,billing,True,,,,,2,A,,
26B-A4B,gen,buried,buried_fact,6500@0.1,routing,choice,7229,1016,billing,billing,True,,,,,2,A,,
26B-A4B,gen,buried,buried_fact,6500@0.5,routing,choice,7223,1029,billing,billing,True,,,,,2,A,,
26B-A4B,gen,buried,buried_fact,6500@0.9,routing,choice,7163,1019,billing,billing,True,,,,,2,A,,
26B-A4B,gen,update_multi,updated_fact,2500,routing,choice,2946,653,technical,technical,True,,,,,2,B,,
26B-A4B,gen,update_multi,updated_fact,2500,billing_unresolved,noul,2873,633,no,no,True,,,,,2,No,,
26B-A4B,gen,update_multi,updated_fact,2500,urgency,score,2944,660,4,,True,,,,4.0,2,D,,
26B-A4B,gen,update_multi,updated_fact,2500,cancel_threat,noul,2871,677,no,no,True,,,,,2,No,,
26B-A4B,gen,distractor,distractor,2000,routing,choice,2382,642,technical,technical,True,,,,,2,B,,
26B-A4B,gen,distractor,distractor,2000-reversed,routing,choice,2382,630,technical,technical,True,,,,,2,C,,
26B-A4B,gen,rules_direct,rules,annual-20d-3exp,eligible,noul,1764,628,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,annual,noul,1753,622,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,within14,noul,1760,594,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,within30,noul,1760,582,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,exports_lt5,noul,1759,624,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,discounted,noul,1760,635,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-3exp,duplicate,noul,1762,612,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,annual-20d-7exp,eligible,noul,1764,617,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,annual,noul,1753,614,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,within14,noul,1760,617,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,within30,noul,1760,613,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,exports_lt5,noul,1759,818,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,discounted,noul,1760,596,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-20d-7exp,duplicate,noul,1762,633,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,nonprofit-monthly-7d,eligible,noul,1767,596,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,annual,noul,1756,633,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,within14,noul,1763,596,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,within30,noul,1763,630,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,exports_lt5,noul,1762,596,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,discounted,noul,1763,591,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-monthly-7d,duplicate,noul,1765,658,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,nonprofit-duplicate,eligible,noul,1782,614,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,annual,noul,1771,615,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,within14,noul,1778,659,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,within30,noul,1778,603,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,exports_lt5,noul,1777,596,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,discounted,noul,1778,618,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-duplicate,duplicate,noul,1780,607,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_direct,rules,monthly-10d,eligible,noul,1761,634,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,annual,noul,1750,645,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,within14,noul,1757,621,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,within30,noul,1757,683,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,exports_lt5,noul,1756,651,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,discounted,noul,1757,594,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-10d,duplicate,noul,1759,597,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,monthly-20d,eligible,noul,1761,682,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,annual,noul,1750,614,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,within14,noul,1757,600,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,within30,noul,1757,631,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,exports_lt5,noul,1756,650,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,discounted,noul,1757,602,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-20d,duplicate,noul,1759,693,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,annual-40d-2exp,eligible,noul,1763,605,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,annual,noul,1752,803,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,within14,noul,1759,638,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,within30,noul,1759,621,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,exports_lt5,noul,1758,610,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,discounted,noul,1759,609,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-40d-2exp,duplicate,noul,1761,673,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,annual-60d-duplicate,eligible,noul,1779,663,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,annual,noul,1768,618,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,within14,noul,1775,609,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,within30,noul,1775,606,yes,no,False,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,exports_lt5,noul,1774,585,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,discounted,noul,1775,651,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-60d-duplicate,duplicate,noul,1777,589,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_direct,rules,annual-29d-4exp,eligible,noul,1763,639,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,annual,noul,1752,602,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,within14,noul,1759,606,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,within30,noul,1759,634,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,exports_lt5,noul,1758,593,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,discounted,noul,1759,595,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-29d-4exp,duplicate,noul,1761,656,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,annual-30d-5exp,eligible,noul,1764,607,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,annual,noul,1753,621,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,within14,noul,1760,590,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,within30,noul,1760,611,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,exports_lt5,noul,1759,642,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,discounted,noul,1760,590,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,annual-30d-5exp,duplicate,noul,1762,608,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,nonprofit-annual-12d,eligible,noul,1769,615,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,annual,noul,1758,649,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,within14,noul,1765,610,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,within30,noul,1765,616,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,exports_lt5,noul,1764,617,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,discounted,noul,1765,603,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,nonprofit-annual-12d,duplicate,noul,1767,792,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_direct,rules,monthly-3d,eligible,noul,1759,617,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,annual,noul,1748,596,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,within14,noul,1755,595,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,within30,noul,1755,682,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,exports_lt5,noul,1754,614,yes,yes,True,,,,,2,Yes,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,discounted,noul,1755,613,no,no,True,,,,,2,No,,
26B-A4B,gen,rules_sub,rules_sub,monthly-3d,duplicate,noul,1757,606,no,no,True,,,,,2,No,,
E4B,logit,rules_decomposed,rules,annual-20d-3exp,eligible,noul,1749,3477,no,yes,False,,,,,,,,
E4B,logit,rules_decomposed,rules,annual-20d-7exp,eligible,noul,1749,3684,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,nonprofit-monthly-7d,eligible,noul,1752,3482,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,nonprofit-duplicate,eligible,noul,1767,3660,yes,yes,True,,,,,,,,
E4B,logit,rules_decomposed,rules,monthly-10d,eligible,noul,1746,3687,yes,yes,True,,,,,,,,
E4B,logit,rules_decomposed,rules,monthly-20d,eligible,noul,1746,3328,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,annual-40d-2exp,eligible,noul,1748,3556,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,annual-60d-duplicate,eligible,noul,1764,3454,yes,yes,True,,,,,,,,
E4B,logit,rules_decomposed,rules,annual-29d-4exp,eligible,noul,1748,3481,no,yes,False,,,,,,,,
E4B,logit,rules_decomposed,rules,annual-30d-5exp,eligible,noul,1749,3378,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,nonprofit-annual-12d,eligible,noul,1754,3413,no,no,True,,,,,,,,
E4B,logit,rules_decomposed,rules,monthly-3d,eligible,noul,1744,3426,yes,yes,True,,,,,,,,
E4B,gen,rules_decomposed,rules,annual-20d-3exp,eligible,noul,1749,3478,no,yes,False,,,,,,,,
